"","time_stamp","event","worker_id","file_name","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score","test_duration","feedback","quit_reason","profession_id","adjusted_score","file_name_id","gender_id","country_labels","country_id","testDuration_fastMembership","is_fast"
"497","Tue2015Jul0714:10:46.339","CONSENT","910Ci-8G8i9-7-3_3","HIT04_7",1436291986593,"Javascript","Hobbyist","Male","Web",1,"US",29,"1","1","1","1","0",4,10.9957666666667,NA,NA,"3",3.89477327714893,"4","2","US","1",0.99640170106527,FALSE
"498","Tue2015Jul0714:14:03.935","CONSENT","911IE-2I7C36-2_3","HIT04_7",1436291999575,"JavaScript","Hobbyist","Male","University;Web",4,"US",43,"0","1","1","0","0",2,14.0726666666667,NA,NA,"3",2.20902790747809,"4","2","US","1",0.999936515110192,FALSE
"499","Tue2015Jul0714:07:31.441","CONSENT","913Ec-1a-5G896_3","HIT02_24",1436292041282,"C++","Hobbyist","Male","University",5,"US",29,"0","1","1","0","1",3,6.83598333333333,NA,NA,"3",2.81105140805049,"2","2","US","1",0.872877983302929,FALSE
"500","Tue2015Jul0714:08:04.832","CONSENT","914EI1G-2e-2-56_3","HIT01_8",1436292056948,"None","Other","Male","Web",0,"OTHER",27,"0","0","1","0","0",1,7.1314,NA,NA,"6",1.55405620961436,"1","2","OTHER","3",0.773404606569974,FALSE
"501","Tue2015Jul0714:09:41.366","CONSENT","918eI6I7i-5-57_3","HIT04_7",1436292180364,"java","Professional","Female","University",3,"INDIA",23,"1","0","0","0","0",1,6.68336666666667,NA,NA,"1",1.91513709514047,"4","1","INDIA","2",0.761822007191728,FALSE
"502","Tue2015Jul0714:05:56.963","CONSENT","922gC3I3a9-6-1_3","HIT03_6",1436292302194,"asp.net","Professional","Male","University",4,"INDIA",28,"0","1","0","0","0",1,0.912816666666667,NA,NA,"1",1.16101277925714,"3","2","INDIA","2",0.22465085540903,TRUE
"503","Tue2015Jul0714:13:32.736","CONSENT","928ie5i-5G9-3-3_3","HIT04_7",1436292648624,"CSS","Undergraduate_Student","Male","University",1,"US",22,"1","0","0","0","0",1,2.73518333333333,NA,NA,"5",1.91513709514047,"4","2","US","1",0.385720503593412,TRUE
"504","Tue2015Jul0714:15:51.185","CONSENT","8EI3i9I949:931ii-1c6G-5-95_3","HIT04_7",1436292729772,"Java","Programmer","Female","High_School;University",10,"US",27,"1","1","1","0","1",3.5,3.69021666666667,NA,NA,"2",3.29739688421475,"4","1","US","1",0.333858120605899,TRUE
"505","Tue2015Jul0714:40:37.336","CONSENT","2Cc-1E4E623_3","HIT08_54",1436294371920,"php/mysql","Hobbyist","Male","Web",6,"US",50,"0","1","0","1","0",2,1.09026666666667,NA,NA,"3",1.56374929686357,"8","2","US","1",0.159285949160074,TRUE
"506","Tue2015Jul0714:48:56.473","CONSENT","3IG-1g-7G-2-4-8_3","HIT01_8",1436294381533,"Python","Undergraduate_Student","Female","Web",2,"US",41,"1","0","1","0","0",2,9.249,NA,NA,"5",2.82246383614446,"1","1","US","1",0.985285411978354,FALSE
"507","Tue2015Jul0715:20:50.942","CONSENT","4ec3E-4a-28-2_3","HIT02_24",1436294415259,"Java; C","Professional","Female","University",5,"US",30,"0","1","0","1","1",3,2.75133333333333,"Tricky questions",NA,"1",2.21854248051683,"2","1","US","1",0.386432543354395,TRUE
"508","Tue2015Jul0714:44:49.788","CONSENT","1582ai0e2I065_3","HIT04_7",1436294425340,"C; java","Professional","Male","University;Web",2,"INDIA",24,"1","1","1","1","0",4.5,1.11841666666667,"Tough yet nice task",NA,"1",4.44738663857447,"4","2","INDIA","2",0.240638818518976,TRUE
"509","Tue2015Jul0714:50:37.858","CONSENT","7gG-1G-3C163_3","HIT07_33",1436294427416,"Python; SQL; Java","Professional","Male","University;Other_On_the_job",5,"US",29,"1","1","1","0","1",4,2.53651666666667,"The programmer in this scenario forgot to perform a check for null elements in the array of objects passed into the method.",NA,"1",4.37625128791267,"7","2","US","1",0.365684238778239,TRUE
"510","Tue2015Jul0715:03:55.926","CONSENT","8EI3i9I949:931ii-1c6G-5-95_3","HIT05_35",1436294435385,"Java","Programmer","Female","High_School;University",10,"US",27,"0","1","0","1","1",3.5,3.65125,"Good hit. ",NA,"2",3.29739688421475,"5","1","US","1",0.330359159765861,TRUE
"511","Tue2015Jul0716:05:13.439","CONSENT","9gG8A-6g-1-55:601eI7I-3a-5-5-6_3","HIT07_33",1436294447768,"C#","Professional","Male","University",5,"US",30,"1","1","1","0","1",4,1.4197,"No comments.",NA,"1",4.37625128791267,"7","2","US","1",0.265144578565342,TRUE
"512","Tue2015Jul0714:49:49.147","CONSENT","10Ei5i-5c-61-9_3","HIT07_33",1436294499895,"visual fox pro","Professional","Male","University",7,"US",28,"1","1","1","1","1",5,0.797566666666667,"It would be awesome to know what the correct answer to the questions.",NA,"1",5,"7","2","US","1",0.215958987969604,TRUE
"513","Tue2015Jul0714:43:47.049","CONSENT","11gg-4a-4E270_3","HIT04_7",1436294529654,"C;PHP","Graduate_Student","Male","High_School",12,"INDIA",28,"0","0","1","0","0",1,1.62325,NA,NA,"4",1.55405620961436,"4","2","INDIA","2",0.270117816974288,TRUE
"514","Tue2015Jul0715:03:09.029","CONSENT","13CI-4i-5G7-5-1_3","HIT08_54",1436294560987,"Java; C#","Undergraduate_Student","Male","High_School;University;Web",8,"US",20,"1","0","1","1","0",3,0.713383333333333,"This was a very nice HIT and I am glad that I can help debug these while school is out for the Summer.",NA,"5",3.14361208263389,"8","2","US","1",0.145351674249731,TRUE
"515","Tue2015Jul0714:43:49.641","CONSENT","14Ic3e6c-1-8-7_3","HIT04_7",1436294571911,"Matlab","Undergraduate_Student","Female","University;Web",2,"US",20,"0","0","0","1","1",2,0.962166666666667,NA,NA,"5",1.56551098451035,"4","1","US","1",0.167946376274452,TRUE
"516","Tue2015Jul0714:46:00.756","CONSENT","15ai0E6G-750_3","HIT01_8",1436294573358,"C; C++; Java; .NET; data structure","Professional","Male","University",2,"INDIA",23,"1","1","1","0","0",3,3.1233,NA,NA,"1",3.48842856314282,"1","2","INDIA","2",0.423105923866434,TRUE
"517","Tue2015Jul0714:48:06.504","CONSENT","16Ea-8i-4C98-4_3","HIT08_54",1436294590720,"Javascript","Hobbyist","Male","Web",2,"US",22,"0","1","0","1","0",2,4.92973333333333,NA,NA,"3",1.56374929686357,"8","2","US","1",0.66674618950484,FALSE
"518","Tue2015Jul0715:35:28.344","CONSENT","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT07_33",1436294643295,"Python; C; R","Hobbyist","Male","University;Web",15,"US",37,"1","1","1","0","1",3.5,1.12248333333333,"Tough...  Maybe I need to brush up on my Java; or maybe I never would have been able to answer these well enough.",NA,"3",3.29739688421475,"7","2","US","1",0.162210922904166,TRUE
"519","Tue2015Jul0715:17:29.994","CONSENT","19cI3G-7E-6-6-2_3","HIT01_8",1436294646837,"Python","Other","Male","Web",1,"OTHER",27,"1","1","0","0","1",3,0.48395,"It was tough and at the same time fun solving it as i had only basic java knowledge",NA,"6",3.14609821967388,"1","2","OTHER","3",0.177511841151495,TRUE
"520","Tue2015Jul0714:52:56.445","CONSENT","21aE1i-8c-6-45_3","HIT04_7",1436294687032,"PHP","Hobbyist","Male","Web",1,"INDIA",22,"0","0","0","1","0",1,8.15688333333333,NA,NA,"3",0.67113007608519,"4","2","INDIA","2",0.948607291213366,FALSE
"521","Tue2015Jul0714:50:43.756","CONSENT","22Ce-7c-5C-5-49_3","HIT05_35",1436294687950,"Java","Professional","Male","High_School;University",8,"US",29,"1","1","1","1","1",5,2.04848333333333,NA,NA,"1",5,"5","2","US","1",0.320062897104886,TRUE
"522","Tue2015Jul0715:01:21.280","CONSENT","24Ea-6E-3G-987_3","HIT04_7",1436294707136,"ABAP","Graduate_Student","Female","Other_Training",2,"INDIA",27,"1","0","0","0","0",1,12.97885,NA,NA,"4",1.91513709514047,"4","1","INDIA","2",0.998919095443738,FALSE
"523","Tue2015Jul0714:46:12.789","CONSENT","25cI-5G7g-6-56_3","HIT08_54",1436294725682,"C++","Hobbyist","Female","High_School;University;Web",3,"US",28,"0","0","0","1","0",1,0.785116666666667,NA,NA,"3",0.67113007608519,"8","1","US","1",0.133301916580527,TRUE
"524","Tue2015Jul0714:59:36.637","CONSENT","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT08_54",1436294764491,"RPG; Visual Basic","Professional","Male","High_School;University",23,"US",44,"1","0","1","1","1",3.66666666666667,5.45378333333333,"Phew; not an array index error.",NA,"1",3.64579736921368,"8","2","US","1",0.65513248873908,FALSE
"525","Tue2015Jul0714:49:12.349","CONSENT","28aI0G7a004_3","HIT06_51",1436294829593,"javascript","Hobbyist","Male","Web",2,"US",26,"0","0","0","0","1",1,2.04593333333333,NA,NA,"3",1.16313350589773,"6","2","US","1",0.260477617739746,TRUE
"526","Tue2015Jul0715:01:56.449","CONSENT","30eI-1g0G8-78_3","HIT04_7",1436295013510,"Java","Graduate_Student","Male","University;Web",3,"INDIA",24,"1","1","1","1","0",4,10.3592833333333,"Nice and fun task to play in Java",NA,"4",3.89477327714893,"4","2","INDIA","2",0.986730929371001,FALSE
"527","Tue2015Jul0715:33:52.236","CONSENT","31aC0i5i-506_3","HIT06_51",1436295025334,"ENGLISH","Hobbyist","Female","High_School",5,"US",40,"1","0","0","1","0",2,4.811475,NA,NA,"3",2.22980555564353,"6","1","US","1",0.650604139675481,FALSE
"528","Tue2015Jul0714:53:29.695","CONSENT","32aA0g3i-813_3","HIT08_54",1436295116423,"python","Hobbyist","Male","High_School;University",2,"US",22,"0","1","1","1","1",4,1.55453333333333,NA,NA,"3",3.13133777402556,"8","2","US","1",0.204775997213524,TRUE
"529","Tue2015Jul0715:20:49.543","CONSENT","33ac-3i3I5-8-3:72ag4C-7e4-1-9_3","HIT07_33",1436295172614,"Python; Elixir","Hobbyist","Male","Web",13,"US",39,"1","1","1","1","1",5,3.61196666666667,"Are you varying the order of the questions? The first question almost always feels the hardest and the others relatively easy. I largely have to read and understand the entire code before I can feel reasonably certain about the effects of a small portion of it.     Basically; I do all the work before the first question and that work gets reused for the second and third questions so they feel easy. I find what I believe is the problem before answering the first question. After that it is simple to say whether or not the code on subsequent questions is the culprit.",NA,"3",5,"7","2","US","1",0.476362863066435,TRUE
"530","Tue2015Jul0715:40:59.813","CONSENT","35eA-7i-2a656_3","HIT07_33",1436295313077,"JAVA","Professional","Male","University",3,"INDIA",25,"1","1","1","1","1",5,4.29965,NA,NA,"1",5,"7","2","INDIA","2",0.541993671444983,TRUE
"531","Tue2015Jul0715:34:40.794","CONSENT","37gg5C-5i149_3","HIT05_35",1436295676178,"C","Graduate_Student","Male","University;Web",6,"US",47,"1","1","1","1","1",5,4.31256666666667,NA,NA,"4",5,"5","2","US","1",0.602163747657357,FALSE
"532","Tue2015Jul0715:04:49.598","CONSENT","39gA-5e-1I-89-4_3","HIT06_51",1436295690973,"HTML; JQuery; PHP","Undergraduate_Student","Female","University;Web",2,"US",22,"0","0","0","1","0",1,3.31041666666667,NA,NA,"5",0.67113007608519,"6","1","US","1",0.471091561002909,TRUE
"533","Tue2015Jul0715:31:45.276","CONSENT","40Ge-1c-3I-31-7_3","HIT01_8",1436295720474,"HTML","Professional","Male","University",3,"INDIA",23,"1","1","1","0","1",4,6.51676666666667,"Great",NA,"1",4.37625128791267,"1","2","INDIA","2",0.748498316465547,FALSE
"534","Tue2015Jul0715:30:34.990","CONSENT","41eI0e3i-806:568Ae7g8c-7-1-2_3","HIT06_51",1436295725339,"Java Python","Hobbyist","Male","University;Web;Other_MOOC",4,"US",35,"1","1","1","1","1",5,5.1343,NA,NA,"3",5,"6","2","US","1",0.69393946042806,FALSE
"535","Tue2015Jul0715:13:34.373","CONSENT","42iE-7g1i478_3","HIT06_51",1436295727588,"C#; SQL; javascript","Professional","Female","University;Web;Other_on_the_job",10,"US",33,"1","1","1","1","1",5,3.31776666666667,NA,NA,"1",5,"6","1","US","1",0.442569713093495,TRUE
"536","Tue2015Jul0715:03:55.425","CONSENT","43IC4E-5c0-3-2_3","HIT02_24",1436295732056,"AJAX","Hobbyist","Male","High_School;University;Web",12,"US",31,"1","1","0","1","0",3,1.72281666666667,NA,NA,"3",2.83062122912365,"2","2","US","1",0.223006668659028,TRUE
"537","Wed2015Jul0808:40:20.510","CONSENT","45Ga-3a6i39-9_3","HIT08_54",1436295758429,"Python","Hobbyist","Male","University;Web",10,"US",28,"0","1","0","0","0",1,2.66721666666667,NA,NA,"3",1.16101277925714,"8","2","US","1",0.340629282349968,TRUE
"538","Tue2015Jul0715:10:18.780","CONSENT","48EA-1a-7I1-38_3","HIT06_51",1436295787165,"ASP.NET","Professional","Male","Web",1,"INDIA",26,"1","1","0","0","0",2,6.25273333333333,NA,NA,"1",2.52540583625338,"6","2","INDIA","2",0.726602038607699,FALSE
"539","Tue2015Jul0716:19:23.562","CONSENT","51Ig-7i-9I0-4-9_3","HIT08_54",1436295800485,"Java","Hobbyist","Male","High_School",2,"US",19,"0","0","0","0","0",0,2.13703333333333,NA,NA,"3",0,"8","2","US","1",0.271599381779749,TRUE
"540","Tue2015Jul0715:24:50.293","CONSENT","52ce6C-7G-1-1-1_3","HIT08_54",1436295805410,"Java; Javascript; C#","Undergraduate_Student","Male","High_School;University;Web",5,"US",20,"1","0","0","1","1",3,3.13458333333333,"The questions were worded kind of funny in my opinion; also it would help to state what libraries are being used.",NA,"5",2.83210852491815,"8","2","US","1",0.444664999875859,TRUE
"541","Tue2015Jul0715:05:53.956","CONSENT","54Ia8c-8A3-80_3","HIT08_54",1436295819509,"html & ccs","Hobbyist","Male","Web",2,"US",28,"0","1","0","0","0",1,2.24078333333333,NA,NA,"3",1.16101277925714,"8","2","US","1",0.284546998837651,TRUE
"542","Tue2015Jul0716:01:23.227","CONSENT","56gc-4g1E-7-43_3","HIT08_54",1436295830996,"Java","Undergraduate_Student","Male","High_School;University",3,"US",18,"1","1","1","1","1",5,4.42258333333333,NA,NA,"5",5,"8","2","US","1",0.636414005870886,TRUE
"543","Tue2015Jul0716:02:33.048","CONSENT","56II-1e7E-789:57CI-4g3G20-9_3","HIT08_54",1436295834709,"PHP","Hobbyist","Female","Web",8,"US",37,"0","1","0","1","1",4,4.811475,"I thoroughly enjoyed this HIT; everything ran smoothly and all the questions were easy to understand.",NA,"3",3.60927124025842,"8","1","US","1",0.650604139675481,FALSE
"544","Tue2015Jul0715:20:37.408","CONSENT","59gA3i5E2-7-9:249IE-2a8E-92-1_3","HIT08_54",1436295855465,"C++","Graduate_Student","Male","University;Web",12,"OTHER",40,"1","1","1","1","1",4,5.57278333333333,"No; nothing really",NA,"4",4.07304910983694,"8","2","OTHER","3",0.747708017699234,FALSE
"545","Tue2015Jul0715:07:16.013","CONSENT","60Ag-6A5g363_3","HIT08_54",1436295855677,"MATLAB","Graduate_Student","Male","University",6,"US",26,"1","0","1","0","0",2,3.0056,NA,NA,"4",2.82246383614446,"8","2","US","1",0.434653257391837,TRUE
"546","Tue2015Jul0715:41:22.883","CONSENT","61ae4E2e164_3","HIT08_54",1436295863710,"python; c++","Professional","Male","High_School;University",35,"US",43,"1","1","1","1","1",5,7.20853333333333,"this is not a great way to test programming skill because under normal programming conditions (1) we test takers would have access to documentation and (2) we'd be able to test run the program to investigate its behavior",NA,"1",5,"8","2","US","1",0.801180195813003,FALSE
"547","Tue2015Jul0715:14:39.057","CONSENT","64EE-4E5g296_3","HIT05_35",1436296014182,"C and C++","Hobbyist","Male","High_School;Web",10,"US",29,"0","1","0","1","0",2,7.74791666666667,NA,NA,"3",1.56374929686357,"5","2","US","1",0.930477299698856,FALSE
"548","Tue2015Jul0715:14:04.874","CONSENT","65IE3i-5e-1-37_3","HIT08_54",1436296048402,"Java","Programmer","Male","University",2,"US",26,"0","1","0","1","1",3,6.60786666666667,NA,NA,"2",2.21854248051683,"8","2","US","1",0.614973636290553,TRUE
"549","Tue2015Jul0715:26:43.091","CONSENT","67Ii1A2i-669_3","HIT06_51",1436296083068,"vb.net; html; ahk; userscript","Hobbyist","Male","High_School;University;Web",10,"US",30,"0","0","1","1","0",2,4.811475,NA,NA,"3",1.90068742390053,"6","2","US","1",0.650604139675481,FALSE
"550","Tue2015Jul0715:10:32.374","CONSENT","70iC-9e-6A-4-3-1_3","HIT08_54",1436296111800,"Java","Hobbyist","Female","Web",0,"US",35,"0","1","0","0","0",1,2.00956666666667,NA,NA,"3",1.16101277925714,"8","1","US","1",0.256104284609675,TRUE
"551","Tue2015Jul0715:12:33.141","CONSENT","71EC6c-5G-40-9_3","HIT04_7",1436296113239,"C++","Hobbyist","Male","Web",5,"US",24,"0","0","0","0","0",0,3.99836666666667,NA,NA,"3",0,"4","2","US","1",0.533655739384732,TRUE
"552","Tue2015Jul0716:09:15.423","CONSENT","74iC-2e-1C5-78_3","HIT08_54",1436296148174,"Java","Undergraduate_Student","Male","High_School;University;Web",6,"OTHER",21,"1","0","1","1","1",4,9.74001666666667,"Cool test; not too difficult! ",NA,"5",3.89689001250358,"8","2","OTHER","3",0.990954312600721,FALSE
"553","Tue2015Jul0715:22:27.474","CONSENT","75Ei-8A9C4-76_3","HIT08_54",1436296174938,"java","Graduate_Student","Female","University",1,"INDIA",37,"1","0","1","1","1",4,6.67581666666667,"its a very difficult and different task",NA,"4",3.89689001250358,"8","1","INDIA","2",0.847249045956548,FALSE
"554","Tue2015Jul0715:16:41.026","CONSENT","76EA-3G6G-72-8_3","HIT06_51",1436296199298,"Java","Undergraduate_Student","Male","University;Web",1,"US",19,"1","0","0","1","0",2,4.26083333333333,NA,NA,"5",2.22980555564353,"6","2","US","1",0.613173698633016,TRUE
"555","Tue2015Jul0715:27:44.202","CONSENT","78cA-9e4a2-6-7_3","HIT01_8",1436296229309,"none","Hobbyist","Female","University",1,"US",30,"1","1","1","1","1",5,1.7701,"It was a challenging but interesting task. I would like to know what the answers are though.",NA,"3",5,"1","1","US","1",0.228290637761994,TRUE
"556","Tue2015Jul0715:13:12.535","CONSENT","79ie9e5g-6-9-5_3","HIT08_54",1436296251395,"html","Hobbyist","Male","Web",2,"US",32,"0","0","0","0","1",1,2.35233333333333,NA,NA,"3",1.16313350589773,"8","2","US","1",0.29878855789057,TRUE
"557","Tue2015Jul0715:20:19.831","CONSENT","80ca6g0i-1-49:23iE-4i0a1-40_3","HIT08_54",1436296251850,"Matlab","Undergraduate_Student","Male","University",1,"US",22,"0","1","0","1","1",3,3.26216666666667,"This was an interesting task and I believe I did well even though I know very little Java",NA,"5",2.68107728157536,"8","2","US","1",0.463822231459159,TRUE
"558","Tue2015Jul0715:18:08.992","CONSENT","81ac1g-7A-601_3","HIT08_54",1436296274545,"basic","Hobbyist","Female","Other_I_don't_know_how",0,"US",55,"0","1","0","0","0",1,6.90745,NA,NA,"3",1.16101277925714,"8","1","US","1",0.878331845507065,FALSE
"559","Tue2015Jul0715:27:09.441","CONSENT","82Ai8C-3i739_3","HIT08_54",1436296283493,"javascript","Hobbyist","Female","University",2,"US",32,"0","1","0","1","1",3,4.9208,"I don't have any additional feedback.",NA,"3",2.21854248051683,"8","1","US","1",0.665537073319883,FALSE
"560","Tue2015Jul0715:18:37.621","CONSENT","84gA0i-7i-2-76_3","HIT08_54",1436296308637,"c/c++","Undergraduate_Student","Prefer_not_to_tell","University",1,"US",29,"0","0","0","1","0",1,6.8164,NA,NA,"5",0.67113007608519,"8","3","US","1",0.89543146441929,FALSE
"561","Tue2015Jul0715:47:55.733","CONSENT","87gg-4A6E-40-7_3","HIT01_8",1436296411404,"C#","Hobbyist","Female","University",1,"US",45,"1","1","1","1","1",5,9.42303333333333,"Questions 2 and 3 were significantly less hard than question 1. Especially because the reason for the failure was already given in answer 1 and because to answer that I had to go through all the code already I knew that those other lines could not have been the cause of the problem.",NA,"3",5,"1","1","US","1",0.98224636034689,FALSE
"562","Tue2015Jul0715:16:48.628","CONSENT","89EG0c1C1-34_3","HIT08_54",1436296427974,"If you would consider it a language; Bash for linux (terminal language)","Hobbyist","Prefer_not_to_tell","Web",1,"US",40,"0","0","0","1","0",1,3.0109,NA,NA,"3",0.67113007608519,"8","3","US","1",0.388630341442264,TRUE
"563","Sat2015Jul1101:25:19.552","SURVEY","59eA3i6i030:86GA-3G-4C8-5-2_3","HIT04_7",1436575756550,"C#","Hobbyist","Male","High_School;Web",14,"US",31,"1","1","1","1","1",4.5,7.96916666666667,NA,"TOO_DIFFICULT","3",4.44738663857447,"4","2","US","1",0.940816389446583,FALSE
"564","Tue2015Jul0716:15:32.432","CONSENT","92ea8E5i07-8:77cc-5c0G32-4_3","HIT08_54",1436296499054,"JAVA","Professional","Female","University",3,"US",25,"1","1","1","1","1",4.5,5.3151,NA,NA,"1",4.68812564395633,"8","1","US","1",0.642039692794717,FALSE
"565","Tue2015Jul0715:25:27.740","CONSENT","93gI0c-1A0-41_3","HIT06_51",1436296510090,"c#","Graduate_Student","Female","University",5,"US",27,"1","0","0","1","0",2,8.9365,NA,NA,"4",2.22980555564353,"6","1","US","1",0.960560363591537,FALSE
"566","Tue2015Jul0717:07:45.621","CONSENT","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT08_54",1436296521257,"C#; C++","Professional","Male","High_School;University;Web",25,"US",42,"0","1","0","1","1",4,2.39228333333333,"I am assuming that the substring class works as it would in a non-java world and throw that exception if the length of the string is not long enough to fulfill the second parameter's set. It would be an outofrange type of exception and not an invalid arg in my world.",NA,"1",3.60927124025842,"8","2","US","1",0.351966448612489,TRUE
"567","Tue2015Jul0716:35:33.274","SURVEY","58eg-8c3A0-6-1_3","HIT05_35",1436295845958,"jave","Graduate_Student","Male","University",2,"US",24,"0","1","0","1","0",2,4.31256666666667,NA,NA,"4",1.56374929686357,"5","2","US","1",0.602163747657357,FALSE
"568","Tue2015Jul0715:17:36.697","CONSENT","97eA-5A5i6-62_3","HIT08_54",1436296584004,"python","Undergraduate_Student","Male","Web",0,"US",23,"0","1","0","0","0",1,1.21155,NA,NA,"5",1.16101277925714,"8","2","US","1",0.192747170780126,TRUE
"569","Tue2015Jul0715:22:03.593","CONSENT","98eG-8a0E2-3-7_3","HIT06_51",1436296613167,"GML","Hobbyist","Male","Web",1,"US",28,"0","0","1","0","0",1,5.17376666666667,NA,NA,"3",1.55405620961436,"6","2","US","1",0.699070943280842,FALSE
"570","Tue2015Jul0715:23:31.690","CONSENT","99Ie0A7A-1-40_3","HIT08_54",1436296645646,"java","Undergraduate_Student","Male","University",0.5,"US",24,"0","0","0","1","0",1,6.10073333333333,NA,NA,"5",0.67113007608519,"8","2","US","1",0.837630315527887,FALSE
"571","Tue2015Jul0715:26:24.353","CONSENT","100eC-6c4I-110_3","HIT08_54",1436296690910,"Python","Other","Male","Web",1,"OTHER",27,"0","1","0","1","0",2,7.20186666666667,NA,NA,"6",1.56374929686357,"8","2","OTHER","3",0.778715415531351,FALSE
"572","Tue2015Jul0715:49:29.079","CONSENT","104eE-2E-5a05-8_3","HIT05_35",1436296746457,"VB.NET","Professional","Male","University",2,"US",46,"0","1","0","1","1",3,5.35545,"I could use some more study and experience with the Java programming language; but I enjoyed the challenge. I look forward to the final results when they are released. I am always looking for opportunities to learn more about programming. This was an interesting challenge.",NA,"1",2.21854248051683,"5","2","US","1",0.645867138382648,FALSE
"573","Tue2015Jul0715:26:11.049","CONSENT","107EE-5A9I-8-41_3","HIT05_35",1436296805531,"Java","Graduate_Student","Male","University",1,"US",22,"0","1","1","1","0",3,6.09196666666667,NA,NA,"4",2.51207171797276,"5","2","US","1",0.798288487518363,FALSE
"574","Tue2015Jul0715:22:23.833","CONSENT","108Ac4A0C-7-90_3","HIT08_54",1436296807487,"HTML","Graduate_Student","Female","Web",1,"US",27,"0","1","0","1","0",2,2.27243333333333,NA,NA,"4",1.56374929686357,"8","1","US","1",0.343803577391722,TRUE
"575","Tue2015Jul0715:22:24.108","CONSENT","109eE-5A-8E-7-9-1_3","HIT08_54",1436296832411,"C++","Undergraduate_Student","Male","Web",0,"US",22,"0","0","0","1","0",1,1.86161666666667,NA,NA,"5",0.67113007608519,"8","2","US","1",0.267136129699709,TRUE
"576","Tue2015Jul0715:47:11.207","SURVEY","96CE1c7G35-1:591ga-7E0E9-88_3","HIT05_35",1436296557851,"java; python","Hobbyist","Female","Web",15,"US",31,"0","1","1","1","1",4.5,4.811475,NA,NA,"3",4.06566888701278,"5","1","US","1",0.650604139675481,FALSE
"577","Tue2015Jul0715:24:06.624","CONSENT","110AA-1C-8i-5-94_3","HIT07_33",1436296890085,"HTML5","Graduate_Student","Female","High_School;University",2,"US",25,"0","1","0","1","0",2,2.60896666666667,NA,NA,"4",1.56374929686357,"7","1","US","1",0.384738558540483,TRUE
"578","Tue2015Jul0715:46:28.282","CONSENT","113cc-7E-8C-270_3","HIT07_33",1436297011420,"javascript","Programmer","Female","Other_work",1,"OTHER",25,"0","0","0","0","0",0,19.25835,NA,NA,"2",0,"7","1","OTHER","3",0.999688056160275,FALSE
"579","Tue2015Jul0715:26:37.438","CONSENT","114aG-8e-4c-58-3_3","HIT08_54",1436297051233,"HTML; CSS; Java Script","Undergraduate_Student","Male","University",2,"US",30,"0","1","0","0","0",1,2.43675,NA,NA,"5",1.16101277925714,"8","2","US","1",0.343264018587348,TRUE
"580","Tue2015Jul0715:28:54.312","CONSENT","118GI-6i-5I0-8-4_3","HIT04_7",1436297182949,"Java","Professional","Male","University",4,"US",27,"0","0","1","0","0",1,2.52271666666667,NA,NA,"1",1.55405620961436,"4","2","US","1",0.364363958953818,TRUE
"581","Tue2015Jul0715:37:34.379","CONSENT","120gE2E-1e946_3","HIT07_33",1436297212330,"dot net","Other","Female","University",1,"INDIA",28,"1","0","1","0","0",2,10.7008166666667,NA,NA,"6",2.82246383614446,"7","1","INDIA","2",0.950478603075711,FALSE
"582","Tue2015Jul0715:30:43.204","CONSENT","122Ga-4e5g-7-5-1_3","HIT06_51",1436297265002,"Vb.net; HTML; ahk; userscript","Hobbyist","Male","High_School;University;Web",10,"US",30,"1","0","0","1","0",2,2.97003333333333,NA,NA,"3",2.22980555564353,"6","2","US","1",0.38281583420779,TRUE
"583","Tue2015Jul0715:33:11.121","CONSENT","125aI1G-7A173_3","HIT08_54",1436297317406,"none","Hobbyist","Female","Other_self",0,"US",52,"0","1","0","1","0",2,4.56191666666667,NA,NA,"3",1.56374929686357,"8","1","US","1",0.615663971285886,TRUE
"584","Tue2015Jul0716:12:57.759","CONSENT","127IC0c0A-56-3_3","HIT05_35",1436297345515,"c sharp","Professional","Female","University;Other_junior_high_computer_class",15,"US",41,"1","1","1","1","0",4,7.16591666666667,"I don't have much feedback; except that the code could be easier to read (naming conventions; etc.).",NA,"1",3.89477327714893,"5","1","US","1",0.798140371043047,FALSE
"585","Tue2015Jul0715:33:23.322","CONSENT","129iI-3E-3a-6-20_3","HIT08_54",1436297403098,"Python","Undergraduate_Student","Female","Web",0,"US",20,"0","1","0","1","0",2,3.33706666666667,NA,NA,"5",1.56374929686357,"8","1","US","1",0.475110931110897,TRUE
"586","Tue2015Jul0717:50:23.433","CONSENT","133Ac-8e0G-703:189Ii1E-1G-123_3","HIT05_35",1436297469883,"C++","Hobbyist","Male","Other_self-taught",33,"US",43,"1","1","1","1","1",5,12.3418666666667,"Keep 'em coming! Fully working (failing) examples and environment data would be nice; but we've done all right so far I guess.",NA,"3",5,"5","2","US","1",0.999284633114973,FALSE
"587","Tue2015Jul0715:45:01.343","CONSENT","138iA3e-9A-85-8_3","HIT08_54",1436297556956,"Java","Undergraduate_Student","Male","High_School;University",2,"US",23,"1","0","1","1","1",4,4.06761666666667,NA,NA,"5",3.89689001250358,"8","2","US","1",0.584877689615315,TRUE
